id,carLicensePlate,users,offerId,startPlace.latitude,startPlace.longitude,endPlace.latitude,endPlace.longitude,startDate,endDate,suggestedEndPlaces,kmTraveled,status,priceBalance,depositBalance,rewardBalance,startedBy,score,finishedBy,checkedBy,seats,rentForTime,totalPrice,observations
c5101a72-459a-4748-ba29-e712e25a9939,JH4CW2H5XCC717031,"[{""userId"":""Amalea"",""passengers"":2},{""userId"":""Siana"",""passengers"":1},{""userId"":""Gwenora"",""passengers"":1},{""userId"":""Genna"",""passengers"":2},{""userId"":""Parsifal"",""passengers"":1}]",c6c85209-90e8-4df9-b0c7-c1b7af4b8fe6,49.8232218,21.3934539,52.5112898,6.092908,1571312548,1571398948,"[{""endPlace"":{""latitude"":44.7783548,""longitude"":19.5985451},""reward"":""16.83"",""suggestedBy"":""Parsifal""},{""endPlace"":{""latitude"":60.684976,""longitude"":17.153166},""reward"":""16.48"",""suggestedBy"":""Rinaldo""},{""endPlace"":{""latitude"":27.895558,""longitude"":115.455558},""reward"":""94.36"",""suggestedBy"":""Maurits""}]",75.97,2,0,24.09,0,"[{""coordinate"":{""latitude"":28.228209,""longitude"":112.938814},""moment"":1572883868,""user"":null},{""coordinate"":{""latitude"":19.543278,""longitude"":110.797759},""moment"":1572883863,""user"":null}]",[],[],[],0,false,83.98,Monitored optimizing budgetary management
c2ceb34b-3d69-4514-b8fa-1bf5c9d67419,3C63DRML0CG647872,"[{""userId"":""Maryrose"",""passengers"":2},{""userId"":""Cristobal"",""passengers"":2},{""userId"":""Davida"",""passengers"":2},{""userId"":""Seymour"",""passengers"":1},{""userId"":""Beverie"",""passengers"":1}]",b6b030f3-64b6-461c-afab-1b027134de23,50.0287787,21.7557084,35.00394,104.634983,1570610088,1570692888,"[{""endPlace"":{""latitude"":6.3833462,""longitude"":-75.5858886},""reward"":""65.59"",""suggestedBy"":""Reyna""},{""endPlace"":{""latitude"":""7.55"",""longitude"":""3.43333""},""reward"":""19.3"",""suggestedBy"":""Whitman""},{""endPlace"":{""latitude"":19.2961742,""longitude"":-70.2559638},""reward"":""16.06"",""suggestedBy"":""Martino""}]",16.05,2,0,155.91,0,"[{""coordinate"":{""latitude"":22.5088124,""longitude"":-83.5136841},""moment"":1572180709,""user"":null},{""coordinate"":{""latitude"":-14.8258317,""longitude"":-64.9000247},""moment"":1572180729,""user"":null},{""coordinate"":{""latitude"":-12.0560257,""longitude"":-77.0844226},""moment"":1572180752,""user"":null},{""coordinate"":{""latitude"":53.42049,""longitude"":16.81504},""moment"":1572180752,""user"":null}]",[],[],[],0,true,103.13,Mandatory didactic hierarchy
0312c0be-37ef-4bed-931e-d2764ffa7fd6,SCBFT7ZA9DC370568,"[{""userId"":""Towny"",""passengers"":2},{""userId"":""Merilyn"",""passengers"":2},{""userId"":""Tallie"",""passengers"":1}]",2466a4e2-cc16-4216-b8fa-35ab9923b9ce,48.8693156,2.3501981,32.169335,119.19095,1560968314,1561040314,"[{""endPlace"":{""latitude"":48.3909721,""longitude"":-4.4854059},""reward"":""58.97"",""suggestedBy"":""Eleen""},{""endPlace"":{""latitude"":10.1621712,""longitude"":-83.6025205},""reward"":""53.24"",""suggestedBy"":""Aidan""}]",189.96,3,0,0,0,"[{""coordinate"":{""latitude"":-8.6746707,""longitude"":120.3637277},""moment"":1562529283,""user"":null},{""coordinate"":{""latitude"":12.7430244,""longitude"":-3.8553507},""moment"":1562529351,""user"":null},{""coordinate"":{""latitude"":45.9018536,""longitude"":6.121072},""moment"":1562529309,""user"":null}]",[],[],"[{""coordinate"":{""latitude"":29.689847,""longitude"":121.28259},""moment"":1561065514,""state"":0,""user"":""Nataline""}]",2,true,170.28,Proactive disintermediate data-warehouse
fff94498-2b1e-4d10-9b7c-8260474ae264,2G61T5S32E9394536,"[{""userId"":""Anders"",""passengers"":1},{""userId"":""Elfreda"",""passengers"":1},{""userId"":""Peyton"",""passengers"":2}]",dd35562d-1b03-40a8-ba67-4b7855da0504,-8.0246687,112.5066293,-21.120123,-42.9426188,1565798958,1565878158,"[{""endPlace"":{""latitude"":0.845865,""longitude"":108.8796091},""reward"":""95.18"",""suggestedBy"":""Anders""}]",41.07,2,0,198.49,0,"[{""coordinate"":{""latitude"":41.8499561,""longitude"":-87.650042},""moment"":1567364835,""user"":null},{""coordinate"":{""latitude"":49.9202398,""longitude"":23.7240855},""moment"":1567364783,""user"":null},{""coordinate"":{""latitude"":65.059972,""longitude"":-13.9922895},""moment"":1567364833,""user"":null},{""coordinate"":{""latitude"":43.785358,""longitude"":126.6858739},""moment"":1567364766,""user"":null},{""coordinate"":{""latitude"":67.3744013,""longitude"":32.4889456},""moment"":1567364798,""user"":null}]",[],[],[],0,false,41.79,Pre-emptive didactic capability
d16b291d-12aa-4ef1-b7fe-c896f526c539,2C3CCASG2DH219018,"[{""userId"":""Gilly"",""passengers"":2},{""userId"":""Sheeree"",""passengers"":2},{""userId"":""Lanae"",""passengers"":2}]",4e2ceeb7-663e-41e8-9199-aa839b64d598,31.364042,108.520914,50.7338713,16.0708309,1567275974,1567297574,"[{""endPlace"":{""latitude"":-24.7995226,""longitude"":-65.434694},""reward"":""72.17"",""suggestedBy"":""Cyril""},{""endPlace"":{""latitude"":37.073667,""longitude"":80.188986},""reward"":""96.15"",""suggestedBy"":""Kelcy""},{""endPlace"":{""latitude"":""29.23682"",""longitude"":""109.31644""},""reward"":""14.5"",""suggestedBy"":""Evvie""},{""endPlace"":{""latitude"":50.4134249,""longitude"":14.908438},""reward"":""58.61"",""suggestedBy"":""Eugine""},{""endPlace"":{""latitude"":-6.3621916,""longitude"":106.8502879},""reward"":""77.24"",""suggestedBy"":""Giffy""}]",156.27,4,0,0,0,"[{""coordinate"":{""latitude"":45.70734,""longitude"":5.534063},""moment"":1568843269,""user"":null},{""coordinate"":{""latitude"":-0.572629,""longitude"":30.41563},""moment"":1568843252,""user"":null},{""coordinate"":{""latitude"":23.0594685,""longitude"":113.8146974},""moment"":1568843268,""user"":null},{""coordinate"":{""latitude"":-9.9246703,""longitude"":-48.2592606},""moment"":1568843252,""user"":null}]",[],[],[],3,false,36.05,Object-based value-added analyzer
184747df-76ef-41e6-b9eb-f420a8425d53,1G6DJ5E30D0747248,"[{""userId"":""Menard"",""passengers"":2},{""userId"":""Mathilda"",""passengers"":1},{""userId"":""Robb"",""passengers"":1},{""userId"":""Farris"",""passengers"":2}]",6e9ce9e0-7899-4804-9ada-f521b4dfda37,-9.147484,33.79272,40.7074498,14.8046066,1551704452,1551765652,"[{""endPlace"":{""latitude"":25.3148115,""longitude"":55.958135},""reward"":""95.61"",""suggestedBy"":""Marv""}]",196.94,4,0,0,0,"[{""coordinate"":{""latitude"":44.9153318,""longitude"":19.4516353},""moment"":1553256201,""user"":null},{""coordinate"":{""latitude"":-15.2090734,""longitude"":-39.1959729},""moment"":1553256201,""user"":null}]",[],[],[],0,true,149.42,Enhanced content-based strategy
7dcab6fd-af6e-4f60-be1e-cfda32bf3351,3C63DRML0CG647872,"[{""userId"":""Isidoro"",""passengers"":2},{""userId"":""Gerda"",""passengers"":2},{""userId"":""Nero"",""passengers"":1},{""userId"":""Heinrick"",""passengers"":2},{""userId"":""Abbott"",""passengers"":1}]",a29c5160-3511-49df-804a-d07621a7be9d,51.598999,109.580475,29.655143,121.406995,1555095164,1555095164,"[{""endPlace"":{""latitude"":53.607925,""longitude"":10.0852568},""reward"":""83.28"",""suggestedBy"":""Jory""},{""endPlace"":{""latitude"":41.303548,""longitude"":-8.7353479},""reward"":""34.54"",""suggestedBy"":""Jeremias""}]",12.09,4,0,0,0,"[{""coordinate"":{""latitude"":13.81967,""longitude"":100.0601382},""moment"":1556650259,""user"":null},{""coordinate"":{""latitude"":""52.3506"",""longitude"":""31.1121""},""moment"":1556650259,""user"":null},{""coordinate"":{""latitude"":49.0321605,""longitude"":1.2408185},""moment"":1556650259,""user"":null},{""coordinate"":{""latitude"":-0.9962972,""longitude"":-77.8136035},""moment"":1556650259,""user"":null}]",[],[],[],0,false,41.14,Ameliorated clear-thinking analyzer
8d99b0ba-452a-409a-8c8e-d05eb22a5eb2,WBA1K5C50FV589126,"[{""userId"":""Yvor"",""passengers"":2},{""userId"":""Cheryl"",""passengers"":1}]",e22cea7d-4362-4c3f-88c0-6aa56b1d733e,-6.9126426,112.0386945,-5.8508719,13.4627375,1565519958,1565581158,"[{""endPlace"":{""latitude"":1.2413682,""longitude"":33.1239049},""reward"":""57.85"",""suggestedBy"":""Holly""},{""endPlace"":{""latitude"":52.0609041,""longitude"":17.239347},""reward"":""80.66"",""suggestedBy"":""Felike""},{""endPlace"":{""latitude"":39.7654612,""longitude"":-8.6206402},""reward"":""8.36"",""suggestedBy"":""Issi""},{""endPlace"":{""latitude"":21.2506392,""longitude"":105.8980272},""reward"":""64.6"",""suggestedBy"":""Horst""}]",109.3,0,42.45,13.27,47.25,[],[],[],[],2,true,31.55,Configurable background archive
f7fbe59b-d1cc-405c-8cfe-7bb7afef32dd,WAUHF98P08A315925,"[{""userId"":""Holly"",""passengers"":2},{""userId"":""Leona"",""passengers"":1},{""userId"":""Asher"",""passengers"":2},{""userId"":""Jeramey"",""passengers"":2}]",0410095b-7b67-4fd1-8232-89973743bc3f,41.321246,19.470567,39.207953,117.115904,1549222122,1549240122,"[{""endPlace"":{""latitude"":""36.27815"",""longitude"":""44.49332""},""reward"":""28.6"",""suggestedBy"":""Danica""},{""endPlace"":{""latitude"":""9.7639"",""longitude"":""14.1539""},""reward"":""22.66"",""suggestedBy"":""Nell""},{""endPlace"":{""latitude"":8.508983,""longitude"":125.969667},""reward"":""47.39"",""suggestedBy"":""Kippy""},{""endPlace"":{""latitude"":53.00338,""longitude"":14.96923},""reward"":""50.59"",""suggestedBy"":""Gilly""},{""endPlace"":{""latitude"":""50.40008"",""longitude"":""-113.25189""},""reward"":""26.06"",""suggestedBy"":""Kirsten""}]",176.52,2,0,174.34,0,"[{""coordinate"":{""latitude"":31.936876,""longitude"":112.662673},""moment"":1550771353,""user"":null},{""coordinate"":{""latitude"":-38.1854517,""longitude"":175.2102748},""moment"":1550771348,""user"":null},{""coordinate"":{""latitude"":32.3194054,""longitude"":35.0239857},""moment"":1550771356,""user"":null}]",[],[],[],2,true,138.71,Enterprise-wide optimal framework
11a38a9b-aa69-45e4-a222-bc72a5a6dead,JN1BV7AP3FM072443,"[{""userId"":""Kellia"",""passengers"":1}]",3d81bae5-7d41-4846-b919-450ff81b1410,8.296968,30.1531568,1.3031434,101.0259275,1570537399,1570612999,"[{""endPlace"":{""latitude"":0.6166667,""longitude"":104.0833333},""reward"":""75.68"",""suggestedBy"":""Verney""},{""endPlace"":{""latitude"":38.689897,""longitude"":115.780626},""reward"":""30.59"",""suggestedBy"":""Allayne""},{""endPlace"":{""latitude"":1.160532,""longitude"":-76.6181655},""reward"":""79.0"",""suggestedBy"":""Loise""},{""endPlace"":{""latitude"":37.9847063,""longitude"":21.4203066},""reward"":""21.21"",""suggestedBy"":""Gwendolyn""},{""endPlace"":{""latitude"":7.7478359,""longitude"":-8.8252502},""reward"":""29.93"",""suggestedBy"":""Elsinore""}]",42.41,4,0,0,0,"[{""coordinate"":{""latitude"":""-8.3242"",""longitude"":""115.618""},""moment"":1572107985,""user"":null},{""coordinate"":{""latitude"":-10.8812955,""longitude"":-75.0611147},""moment"":1572107991,""user"":null},{""coordinate"":{""latitude"":30.5604564,""longitude"":31.0079484},""moment"":1572107942,""user"":null},{""coordinate"":{""latitude"":44.8178615,""longitude"":-0.2498116},""moment"":1572107965,""user"":null}]",[],[],[],0,false,61.89,Assimilated asymmetric encryption
f29434cd-d8f5-4df9-aa4b-d9806d1baffd,SCFBF04B98G334860,"[{""userId"":""Nelly"",""passengers"":2},{""userId"":""Tadeas"",""passengers"":2},{""userId"":""Kimberli"",""passengers"":1},{""userId"":""Adriaens"",""passengers"":1},{""userId"":""Imelda"",""passengers"":1}]",eb0dd9e1-4649-424d-8d50-10adee04a2b2,-9.7219,119.2998,38.665105,112.032036,1571793124,1571875924,"[{""endPlace"":{""latitude"":59.312956,""longitude"":18.068285},""reward"":""94.0"",""suggestedBy"":""Oneida""},{""endPlace"":{""latitude"":32.061895,""longitude"":102.990108},""reward"":""39.52"",""suggestedBy"":""Dunstan""},{""endPlace"":{""latitude"":15.33918,""longitude"":-87.9824758},""reward"":""71.63"",""suggestedBy"":""Shannon""}]",141.83,4,0,0,0,"[{""coordinate"":{""latitude"":16.5065381,""longitude"":105.5943388},""moment"":1573364934,""user"":null},{""coordinate"":{""latitude"":30.893837,""longitude"":121.092179},""moment"":1573364974,""user"":null},{""coordinate"":{""latitude"":52.5112898,""longitude"":6.092908},""moment"":1573364966,""user"":null}]",[],[],[],1,false,100.53,Progressive modular framework
c116035e-652a-4e3c-90ea-bfabde818fd2,5UXZV8C52BL735366,"[{""userId"":""Aidan"",""passengers"":2},{""userId"":""Zebulon"",""passengers"":1},{""userId"":""Sibby"",""passengers"":2}]",39ef652f-c7cc-42b4-8937-5655722933b0,46.3601437,32.3522621,59.3814076,17.9744029,1555584018,1555641618,[],145.01,1,133.78,60.03,145.82,"[{""coordinate"":{""latitude"":-16.67787,""longitude"":46.109699},""moment"":1557139609,""user"":null},{""coordinate"":{""latitude"":33.5199899,""longitude"":-86.8512078},""moment"":1557139615,""user"":null},{""coordinate"":{""latitude"":29.731101,""longitude"":116.251947},""moment"":1557139633,""user"":null},{""coordinate"":{""latitude"":47.666307,""longitude"":-2.7887335},""moment"":1557139629,""user"":null}]",[],[],[],2,true,92.25,Digitized 24/7 open architecture
c9bca692-4c63-4804-9144-2d95c9167bc3,WAUHE78P59A429685,"[{""userId"":""Everard"",""passengers"":1},{""userId"":""Caressa"",""passengers"":1},{""userId"":""Nappie"",""passengers"":1},{""userId"":""Jephthah"",""passengers"":2},{""userId"":""Joyann"",""passengers"":1}]",2ceaeaa9-84ff-496c-9175-d8c34a9eae27,42.0876245,-8.2745719,49.325426,17.1732655,1570042692,1570042692,"[{""endPlace"":{""latitude"":13.1285787,""longitude"":101.3658004},""reward"":""23.34"",""suggestedBy"":""Bondon""},{""endPlace"":{""latitude"":""16.2359"",""longitude"":""-61.558""},""reward"":""76.95"",""suggestedBy"":""Dory""},{""endPlace"":{""latitude"":39.975999,""longitude"":116.317558},""reward"":""82.7"",""suggestedBy"":""Wyatan""},{""endPlace"":{""latitude"":34.9116774,""longitude"":-5.9145568},""reward"":""90.78"",""suggestedBy"":""Chet""},{""endPlace"":{""latitude"":49.0492373,""longitude"":16.7374199},""reward"":""38.93"",""suggestedBy"":""Francklyn""}]",33.35,0,194.58,174.31,2.74,[],[],[],[],2,false,8.14,Open-source value-added orchestration
06f73313-64a9-42ce-86f0-320a6481fe6d,2HNYD2H44DH744853,"[{""userId"":""Godfrey"",""passengers"":1},{""userId"":""Arie"",""passengers"":2},{""userId"":""Markos"",""passengers"":1}]",c3dd52f4-06c3-4da9-8fbf-4f2a59f6fe8c,-15.6093293,-72.0896229,-6.8898362,109.6745916,1547822813,1547887613,"[{""endPlace"":{""latitude"":11.5762804,""longitude"":103.3587288},""reward"":""84.99"",""suggestedBy"":""Isaak""},{""endPlace"":{""latitude"":24.607906,""longitude"":118.534074},""reward"":""34.66"",""suggestedBy"":""Silas""},{""endPlace"":{""latitude"":17.5899708,""longitude"":120.4017314},""reward"":""43.24"",""suggestedBy"":""Muire""},{""endPlace"":{""latitude"":49.571196,""longitude"":121.395538},""reward"":""93.66"",""suggestedBy"":""Deva""},{""endPlace"":{""latitude"":51.8891035,""longitude"":5.9269366},""reward"":""27.29"",""suggestedBy"":""Maudie""}]",158.92,4,0,0,0,"[{""coordinate"":{""latitude"":-7.1525924,""longitude"":111.8971017},""moment"":1549370695,""user"":null},{""coordinate"":{""latitude"":-20.0256695,""longitude"":-44.0572964},""moment"":1549370670,""user"":null},{""coordinate"":{""latitude"":37.6583599,""longitude"":126.8320201},""moment"":1549370670,""user"":null}]",[],[],[],1,true,32.99,Synergized empowering alliance
